id,popularity,budget,revenue,original_title,cast,director,tagline,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,production_type
278236,0.5478270000000001,0,0,X+Y,Asa Butterfield|Rafe Spall|Sally Hawkins|Eddie Marsan|Jo Yang,Morgan Matthews,True genius comes from opening your heart,child prodigy|mathematics|death of father|coming of age|teenager,111,Drama,Original Pictures|Head Gear Films|Minnow Films,3/13/15,133,6.0,2015,0.0,0.0,coproduction
276839,0.546458,3000000,0,Home Sweet Hell,Katherine Heigl|Patrick Wilson|Jordana Brewster|Kevin McKidd|Bryce Johnson,Anthony Burns,Psycho Wife. Unhappy Life.,wife|murder|black comedy|suburbia|drug,98,Drama|Comedy,Darko Entertainment|Passcode Entertainment|Donnybrook4 Productions,3/13/15,136,4.9,2015,2759998.78560053,0.0,coproduction
326215,0.542568,6000000,0,Ooops! Noah is Gone...,Tara Flynn|Alan Stanford|Martin Sheen|Amy Grant|Patrick Fitzsymons,Toby Genkel|Sean McCormack,"One ark, 50,000 animals. What could go wrong?",adventure|animal|noah's ark,85,Animation|Adventure|Comedy,Skyline Entertainment|Moetion Films|Ulysses Filmproduktion|Fabrique d'images,4/9/15,50,5.7,2015,5519997.57120106,0.0,coproduction
363689,0.5327,0,0,The Unspoken,Jodelle Ferland|Sunny Suljic|Neal McDonough|Matt Bellefleur|Fulvio Cecere,Sheldon Wilson,empty,empty,90,Thriller|Horror,Lighthouse Pictures|Sapphire Fire Limited,10/24/15,10,4.1,2015,0.0,0.0,coproduction
299245,0.532205,100000,42664410,The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,Travis Cluff|Chris Lofing,Every School Has Its Spirit,gallows|high school|tragedy|hanging|found footage,87,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,7/10/15,247,5.0,2015,91999.95952001779,39251239.9294544,coproduction
309299,0.526642,0,0,Experimenter,Peter Sarsgaard|Winona Ryder|Edoardo Ballerini|Jim Gaffigan|Anthony Edwards,Michael Almereyda,The Stanley Milgram Story,experiment|biography|controversy,97,History|Drama,FJ Productions|BB Film Productions,10/16/15,94,6.9,2015,0.0,0.0,coproduction
314385,0.524315,10000000,3334927,By the Sea,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup,Angelina Jolie,empty,france|hotel|1970s|grief|travel,122,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,11/12/15,82,5.4,2015,9199995.95200178,3068131.49002214,coproduction
353686,0.515401,0,0,Visions,Isla Fisher|Anson Mount|Gillian Jacobs|Jim Parsons|Eva Longoria,Kevin Greutert,Blood will stain the land.,horror|vision|pregnant|sight,80,Thriller|Horror,Blumhouse Productions|Chapter One Films,8/28/15,67,5.5,2015,0.0,0.0,coproduction
252164,0.5048279999999989,0,0,Pressure,Danny Huston|Joe Cole|Alan McKenna|Matthew Goode|Ian Pirie,Ron Scalpello,empty,survival,91,Drama|Thriller,Isle of Man Film|Bigscope Films|Pinewood Pictures,6/4/15,29,5.0,2015,0.0,0.0,coproduction
360784,0.5024890000000001,0,0,Hidden,Alexander SkarsgÃ¥rd|Andrea Riseborough|Emily Alyn Lind|Heather Doerksen|William Ainscough,Ross Duffer|Matt Duffer,empty,helicopter|underground|nightmare|quarantine|outbreak,83,Thriller|Horror,Primal Pictures|Warner Bros.,9/15/15,96,6.5,2015,0.0,0.0,coproduction
336313,0.497265,0,157768,Hell & Back,Mila Kunis|Bob Odenkirk|T.J. Miller|Susan Sarandon|Jennifer Coolidge,Tom Gianas|Ross Shuman,We'll see you there,orpheus|carnival|hell|stop motion animation|devil,86,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,10/2/15,47,4.3,2015,0.0,145146.496135541,coproduction
240483,0.486351,21000000,0,Robot Overlords,Gillian Anderson|Ben Kingsley|Callan McAuliffe|Geraldine James|Steven Mackintosh,Jon Wright,Mankind May Fall. Heroes Will Rise.,invasion|robot,90,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,1/29/15,63,4.9,2015,19319991.4992037,0.0,coproduction
321494,0.482422,0,0,The Man with the Iron Fists 2,RZA|Dustin Nguyen|Eugenia Yuan|Pim Bubear|Cary-Hiroyuki Tagawa,Roel ReinÃ©,empty,martial arts|sequel|revenge|slave,90,Action,Living Films|Arcade Pictures|Iron Fists,3/10/15,43,4.7,2015,0.0,0.0,coproduction
264337,0.475473,0,0,Spare Parts,Carlos PenaVega|George Lopez|Jamie Lee Curtis|Marisa Tomei|David Del Rio,Sean McNamara,It takes a dream to build a team.,m.i.t.|hispanic|high school student|robotics club|car parts,83,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,1/16/15,38,6.6,2015,0.0,0.0,coproduction
289716,0.474788,0,0,The World Made Straight,Haley Joel Osment|Minka Kelly|Noah Wyle|Jeremy Irvine|Adelaide Clemens,David Burris,For blood. For money.  For a way out.,appalachia|appalachian,119,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,1/9/15,13,5.8,2015,0.0,0.0,coproduction
337029,0.473344,0,0,Frankenstein,Carrie-Anne Moss|Danny Huston|Xavier Samuel|Tony Todd,Bernard Rose,Man is the true monster,frankenstein,89,Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,11/3/15,14,4.5,2015,0.0,0.0,coproduction
317952,0.471393,0,0,Cartel Land,Robert Hetrick|JosÃ© Manuel Mireles Valverde,Matthew Heineman,empty,mexico|arizona|cocaine|crack|murder,100,Drama|Documentary,The Documentary Group|Our Time Projects,7/3/15,112,7.5,2015,0.0,0.0,coproduction
325358,0.471091,20000000,0,Superfast!,Alex Ashbaugh|Dale Pavinkski|Lili Mirojnick|Andrea Navedo,Jason Friedberg|Aaron Seltzer,They're going nowhere... fast.,spoof|automobile racing,99,Comedy,The Safran Company|3 in the Box,3/5/15,60,4.4,2015,18399991.9040035,0.0,coproduction
272548,0.470991,0,0,Moonwalkers,Rupert Grint|Ron Perlman|Robert Sheehan|Stephen Campbell Moore|Eric Lampaert,Antoine Bardou-Jacquet,Based on a true conspiracy theory.,empty,107,Comedy,Nexus Factory|Partizan Films|Potemkin Productions,3/14/15,53,6.0,2015,0.0,0.0,coproduction
340275,0.470124,0,0,Chi-Raq,Teyonah Parris|Nick Cannon|Angela Bassett|Jennifer Hudson|Samuel L. Jackson,Spike Lee,No peace. No piece.,chicago,127,Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,12/4/15,33,5.9,2015,0.0,0.0,coproduction
309887,0.467556,5300000,0,Bad Asses on the Bayou,Danny Trejo|Danny Glover|John Amos|Loni Love|Jimmy Bennett,Craig Moss,empty,louisiana|kidnapping,85,Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,3/6/15,24,5.8,2015,4875997.85456094,0.0,coproduction
302429,0.465707,0,13603453,Strange Magic,Alan Cumming|Evan Rachel Wood|Elijah Kelley|Meredith Anne Bull|Sam Palladio,Gary Rydstrom,Everyone Deserves to be Loved.,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,99,Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,1/23/15,68,6.1,2015,0.0,12515171.2533246,coproduction
293771,0.459597,0,0,Dead Rising,Jesse Metcalfe|Meghan Ory|Keegan Connor Tracy|Virginia Madsen|Dennis Haysbert,Zach Lipovsky,empty,chain saw|infection|quarantine|zombies|based on video game,118,Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,3/27/15,82,4.9,2015,0.0,0.0,coproduction
323373,0.454151,0,0,Deathgasm,Milo Cawthorne|Kimberley Crossman|Sam Berkley|Delaney Tabron|Colin Moy,Jason Lei Howden,Evil is coming...,new zealand|college|friendship|teenage boy|metal band,86,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,8/28/15,83,6.5,2015,0.0,0.0,coproduction
323027,0.452939,0,0,Justice League: Gods and Monsters,Benjamin Bratt|Michael C. Hall|Tamara Taylor|Jason Isaacs|Paget Brewster,Sam Liu,"From dark heroes, justice will dawn.",dc comics|superhero|super powers,76,Action|Animation|Fantasy,DC Comics|Warner Bros. Animation,7/28/15,99,6.9,2015,0.0,0.0,coproduction
297806,0.4508720000000001,13000000,1646788,I Saw the Light,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson,Marc Abraham,empty,country music|biography|music|country singer,123,Drama|Music,Bron Studios|RatPac Entertainment,9/11/15,19,5.6,2015,11959994.7376023,1515044.29338051,coproduction
253626,0.4501600000000001,0,316472,Good Kill,Ethan Hawke|January Jones|ZoÃ« Kravitz|Jake Abel|Bruce Greenwood,Andrew Niccol,empty,pilot|suspicion|drone|u.s. military|air force base,104,Action|Drama|Thriller,Voltage Pictures|Sobini Films|Dune Films,4/9/15,132,5.7,2015,0.0,291154.11189219,coproduction
257444,0.443525,0,0,The Boy,David Morse|Rainn Wilson|Jared Breeze|Mike Vogel|Zuleikha Robinson,Craig Macneill,Evil Always Begins Somewhere.,empty,110,Thriller|Drama|Horror,Chiller Films|SpectreVision,8/14/15,22,6.1,2015,0.0,0.0,coproduction
355338,0.442835,0,0,Riley's First Date?,Amy Poehler|Phyllis Smith|Bill Hader|Lewis Black|Mindy Kaling,Josh Cooley,empty,mother daughter relationship|rock music|girl|father daughter relationship|boyfriend,5,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,11/3/15,137,7.3,2015,0.0,0.0,coproduction
271736,0.4424270000000001,0,3286448,The Program,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace,Stephen Frears,Champion. Hero. Legend. Cheat.,biography|sport|tour de france,103,Drama,StudioCanal|Working Title Films,9/16/15,107,5.9,2015,0.0,3023530.82964643,coproduction
309581,0.442067,0,0,Lila & Eve,Viola Davis|Jennifer Lopez|Shea Whigham|Aml Ameen|Andre Royo,Charles Stone III,Torn by loss. Bound for revenge.,empty,94,Thriller|Drama,A&E Television Networks|ChickFlick Productions|Lifetime Productions,7/31/15,78,5.2,2015,0.0,0.0,coproduction
293970,0.441882,0,0,The Final Girls,Taissa Farmiga|Malin Ã…kerman|Nina Dobrev|Alexander Ludwig|Alia Shawkat,Todd Strauss-Schulson,empty,virgin|summer camp|movie in movie|murder|slow motion scene,91,Horror|Comedy,Groundswell Productions|Ulterior Productions|Studio Solutions,10/9/15,211,6.6,2015,0.0,0.0,coproduction
279690,0.441402,0,0,He Never Died,Henry Rollins|Booboo Stewart|Jordan Todosey|Steven Ogg|James Cade,Jason Krawczyk,Bullets. Blood. Bingo.,empty,99,Thriller|Horror|Comedy|Drama,Alternate Ending Studios|108 Media,3/17/15,65,6.3,2015,0.0,0.0,coproduction
364067,0.4395979999999989,0,0,A Very Murray Christmas,Bill Murray|Paul Shaffer|George Clooney|Miley Cyrus|Michael Cera,Sofia Coppola,empty,woman director|christmas,56,Comedy|Music,American Zoetrope|South Beach Productions|Departed Productions,12/4/15,101,5.4,2015,0.0,0.0,coproduction
318922,0.438409,0,0,Kill Your Friends,Nicholas Hoult|Craig Roberts|Georgia King|Tom Riley|Jim Piddock,Owen Harris,Getting to the top can be murder,magazine|music,100,Thriller|Comedy|Crime,Altitude Film Entertainment|AI-Film|Unigram,11/6/15,54,5.5,2015,0.0,0.0,coproduction
266639,0.435582,5000000,2333684,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,Jon M. Chu,Every Generation Needs a Voice.,secret identity|hologram|based on cartoon|based on tv series|rock band,119,Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,10/22/15,69,5.7,2015,4599997.97600089,2146988.33532513,coproduction
274504,0.4330729999999989,0,0,The Adderall Diaries,James Franco|Amber Heard|Ed Harris|Christian Slater|Wilmer Valderrama,Pamela Romanowsky,The truth is a motherf_cker.,based on novel|woman director,105,Thriller|Action|Drama,RabbitBandini Productions|Windowseat Films,4/16/15,23,4.8,2015,0.0,0.0,coproduction
244316,0.429892,10000000,0,Grizzly,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus,David Hackl,Hunt or be hunted.,grizzly bear|wilderness|alaska|survival|bear,94,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,2/27/15,35,5.0,2015,9199995.95200178,0.0,coproduction
352208,0.427116,0,0,Where to Invade Next,Michael Moore|Krista Kiuru|Tim Walker,Michael Moore,Prepare to be liberated,germany|italy|france|usa|portugal,120,Documentary,Dog Eat Dog Films|IMG Films,12/23/15,67,7.2,2015,0.0,0.0,coproduction
283587,0.424813,6000000,90777,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,Child. Captive. Killer.,africa|based on novel|child soldier,137,Drama|War,Participant Media|Focus Features|Red Crown Productions,9/11/15,306,7.5,2015,5519997.57120106,83514.8032534865,coproduction
277713,0.42179,0,0,Sunset Song,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine,Terence Davies,empty,empty,135,Drama,Iris productions|Hurricane Films|SellOutPictures,12/4/15,19,7.1,2015,0.0,0.0,coproduction
347945,0.429756,0,4505,Synchronicity,Chad McKnight|Brianne Davis|AJ Bowen|Scott Poythress|Michael Ironside,Jacob Gentry,To save his future he must alter his past.,empty,101,Thriller|Mystery|Science Fiction,Pop Films|Soapbox Films,7/22/15,45,5.3,2015,0.0,4144.5981763767995,coproduction
344854,0.415041,0,0,The Pack,Anna Lise Phillips|Jack Campbell|Katie Moore|Hamish Phillips|Kieran Thomas McNamara,Nick Robertson,You can't outrun them. You can't hide from them.,empty,90,Thriller|Horror,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,8/5/15,15,5.5,2015,0.0,0.0,coproduction
234212,0.414913,3000000,3387000,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,Will Canon,Every House Has It's Secrets,empty,83,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,2/12/15,91,5.0,2015,2759998.78560053,3116038.628943,coproduction
283596,0.4128770000000001,0,0,The Legend of Barney Thomson,Robert Carlyle|Emma Thompson|Ray Winstone|Ashley Jensen|James Cosmo,Robert Carlyle,empty,based on novel,96,Thriller|Drama|Comedy,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,7/24/15,21,5.7,2015,0.0,0.0,coproduction
250225,0.412503,1000000,0,The Duke of Burgundy,Sidse Babett Knudsen|Chiara D'Anna|Monica Swinn|Eugenia Caruso|Fatma Mohamed,Peter Strickland,empty,sadomasochism|lesbian|butterfly|lesbian love|autumn,101,Drama,Pioneer Pictures|Rook Films,1/23/15,58,5.8,2015,919999.595200178,0.0,coproduction
308638,0.402236,447524,771317,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,Every reunion needs a hero,high school reunion,101,Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,5/8/15,47,4.2,2015,411721.89884236397,709611.327771015,coproduction
300155,0.399947,0,228136,A Royal Night Out,Sarah Gadon|Bel Powley|Emily Watson|Rupert Everett|Jack Reynor,Julian Jarrold,empty,empty,97,Thriller|Romance|Drama,Ecosse Films|Scope Pictures|Filmgate Films,5/14/15,42,6.2,2015,0.0,209885.027650587,coproduction
327528,0.396791,0,830129,Born to Be Blue,Ethan Hawke|Carmen Ejogo|Callum Keith Rennie|Stephen McHattie|Janet-Laine Green,Robert Budreau,Love is instramental,jazz|biography|historical figure,97,Drama|Music,New Real Films|Lumanity Production,9/13/15,16,6.8,2015,0.0,763718.3439639279,coproduction
306964,0.393642,0,0,Tales of Halloween,Keir Gilchrist|Pollyanna McIntosh|Samuel Witwer|Booboo Stewart|Adrienne Barbeau,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,One town. One night. Ten chilling stories.,witch|based on novel|halloween|death|evil,90,Horror,Epic Pictures Group|Film Entertainment Services,10/16/15,74,5.3,2015,0.0,0.0,coproduction
362185,0.391326,0,0,Operator,Mischa Barton|Luke Goss|Ving Rhames|Michael ParÃ©|Julie Guevara,Obin Olson|Amariah Olson,Whats your emergency?,hostage|officer|chaos|daughter|police,88,Thriller|Action|Drama,Status Media & Entertainment|DV3 Productions|The Forgery|GA2 Productions,8/21/15,16,5.4,2015,0.0,0.0,coproduction
291272,0.382997,0,0,We Are Still Here,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham,Ted Geoghegan,This house needs a family.,terror|countryside|secret|supernatural|spirit,84,Horror,Dark Sky Films|Snowfort Pictures,6/5/15,91,5.5,2015,0.0,0.0,coproduction
342927,0.378836,0,0,3-Headed Shark Attack,Karrueche Tran|Jaason Simmons|Rob Van Dam|Danny Trejo|Jena Sims,Christopher Ray,More HEADS! More DEADS!,monster|mutation|machete|shark|pacific garbage patch,90,Science Fiction|Action|Horror,The Asylum|Syfy,7/20/15,15,3.8,2015,0.0,0.0,coproduction
361159,0.37668,0,0,Navy Seals vs. Zombies,"Ed Quinn|Michael Dudikoff|Rick Fox|Chad ""Gunner"" Lail|Molly Hagan",Stanton Barrett,empty,louisiana|navy seal|zombies|zombie violence|infected,97,Horror|Action,Hollywood Media Bridge|Throne Productions,10/8/15,24,3.3,2015,0.0,0.0,coproduction
351964,0.3748530000000001,0,0,The Escort,Lyndsy Fonseca|Michael Doneger|Bruce Campbell|Sonya Walger|Rumer Willis,Will Slocombe,Every story has a price.,father-son relationship|prostitute|magazine|escort service|writer,88,Comedy|Romance,Skyhook Productions|Cloverhill Pictures|Perspective Productions,6/15/15,41,5.9,2015,0.0,0.0,coproduction
362057,0.372889,0,0,Martyrs,Troian Bellisario|Bailey Noble|Kate Burton|Caitlin Carmichael|Melissa Tracy,Kevin Goetz|Michael Goetz,empty,child abuse|sadism|female friendship|afterlife|buried alive,86,Drama|Horror|Thriller,Blumhouse Productions|The Safran Company|Temple Hill Entertainment,12/31/15,43,5.0,2015,0.0,0.0,coproduction
277546,0.36817,6000000,0,The Runner,Nicolas Cage|Sarah Paulson|Connie Nielsen|Peter Fonda|Bryan Batt,Austin Stark,Power always comes at a price,empty,90,Drama,Paper Street Films|Back Lot Pictures|KGB Media,8/7/15,35,4.8,2015,5519997.57120106,0.0,coproduction
306482,0.367434,0,0,Partisan,Vincent Cassel|Nigel Barber|Jeremy Chabriel|Florence Mezzara|Sosina Wogayehu,Ariel Kleiman,empty,birthday|chicken|food,98,Thriller|Drama,Warp Films Australia|Animal Kingdom|Carver Films,1/25/15,16,5.8,2015,0.0,0.0,coproduction
330112,0.329164,0,0,Ashby,Mickey Rourke|Nat Wolff|Emma Roberts|Sarah Silverman|Adam Aalderks,Tony McNamara,Life is about knowing how to take a hit.,cia|assassin|romance|neighbor|teenager,102,Drama|Romance|Comedy,Head Gear Films|Metrol Technology|Langley Park Productions,4/19/15,104,5.9,2015,0.0,0.0,coproduction
322766,0.35982600000000003,0,0,Beautiful & Twisted,Rob Lowe|Paz Vega|Candice Bergen|Seychelle Gabriel|Jude Ciccolella,Christopher Zalla,Based on the infamous true story.,murder|true crime|tv movie,90,Crime|Drama|Thriller,Sony Pictures Television|Silver Screen Pictures,1/31/15,21,5.4,2015,0.0,0.0,coproduction
361931,0.357654,0,0,Ronaldo,Cristiano Ronaldo,Anthony Wonke,Astonishing. Intimate. Definitive.,biography|soccer player,0,Documentary,"On The Corner Films|We Came, We Saw, We Conquered Studios",11/9/15,80,6.5,2015,0.0,0.0,coproduction
318224,0.357614,0,0,Going Clear: Scientology and the Prison of Belief,Paul Haggis|Jason Beghe|Alex Gibney|Lawrence Wright|Sherry Stringfield,Alex Gibney,empty,cult|scientology,119,Documentary,Jigsaw Productions|HBO Documentary Films|Sky Atlantic,1/25/15,186,7.8,2015,0.0,0.0,coproduction
309503,0.357567,0,0,Zipper,Patrick Wilson|Lena Headey|Richard Dreyfuss|Ray Winstone|John Cho,Mora Stephens,Why take the risk,woman director,103,Thriller|Drama,Protozoa Pictures|Cargo Entertainment|33 Pictures,8/28/15,30,5.5,2015,0.0,0.0,coproduction
348811,0.35651900000000003,0,0,War Pigs,Luke Goss|Dolph Lundgren|Chuck Liddell|Noah Segan|Steven Luke,Ryan Little,Victory is the only option,world war ii|nazis,92,War|Action,VMI Worldwide|Verdi Productions|Schuetzle Company Productions|The Fyzz Facility,8/3/15,26,4.9,2015,0.0,0.0,coproduction
310135,0.354624,0,0,Turbo Kid,Munro Chambers|Laurence Leboeuf|Michael Ironside|Aaron Jeffery|Edwin Wright,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,This is the future... This is the year 1997.,post-apocalyptic|dystopia|gore|bmx|violence,95,Adventure|Action|Comedy|Science Fiction,Epic Pictures Group|Timpson Films|EMA Films,8/14/15,136,6.6,2015,0.0,0.0,coproduction
335866,0.350599,0,0,Circle,Julie Benz|Carter Jenkins|Cesar Garcia|Mercy Malick|Lisa Pelikan,Aaron Hann|Mario Miscione,In hereâ€¦ everything gets you killed.,survival|execution|stranger|no memory,87,Drama|Horror|Science Fiction|Thriller,Votiv Films|Taggart Productions,10/2/15,167,6.1,2015,0.0,0.0,coproduction
310121,0.344549,0,7449681,I'll See You in My Dreams,Blythe Danner|June Squibb|Rhea Perlman|Mary Kay Place|Aarti Mann,Brett Haley,empty,widow|friendship,92,Drama|Comedy,Northern Lights Films|Jeff Rice Films|Two Flints,5/15/15,39,6.2,2015,0.0,6853703.50437045,coproduction
324308,0.5740310000000001,0,494506,Steve Jobs: The Man in the Machine,Bob Belleville|Chrisann Brennan|Nolan Bushnell|Jason Chen|Nick Denton,Alex Gibney,Bold. Brilliant. Brutal.,technology|computer|history|apple,129,Documentary,Magnolia Pictures|Jigsaw Productions|CNN Films,8/7/15,110,6.2,2015,0.0,454945.31982405897,coproduction
326923,0.339297,0,0,Babysitter's Black Book,Spencer Locke|Angeline Appel|Lauren York|Steffani Brass|David Shatraw,Lee Friedlander,empty,babysitter|escort service|high school|hooker|babysitting,88,Drama|TV Movie,Johnson Production Group|Shadowland,2/21/15,18,5.9,2015,0.0,0.0,coproduction
356842,0.5114310000000001,0,0,The Ones Below,ClÃ©mence PoÃ©sy|David Morrissey|Stephen Campbell Moore|Laura Birn|Deborah Findlay,David Farr,How well do you know your neighbors?,baby|expecting|neighbors,87,Thriller,BBC Films|Kreo Films FZ|Cuba Pictures|Tigerlily Films,10/14/15,33,5.9,2015,0.0,0.0,coproduction
331190,0.336107,2000000,2801508,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,Jerry Jameson,Faith. Redemption. Survival.,hostage|based on true story|murder|independent film|single mother,97,Crime|Drama|Thriller,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,9/17/15,55,5.7,2015,1839999.19040035,2577386.22595006,coproduction
218784,0.330968,0,70958,Freaks of Nature,Nicholas Braun|Mackenzie Davis|Ed Westwick|Vanessa Hudgens|Keegan-Michael Key,Robbie Pickering,Get out undead or alive.,small town|vampire|alien|zombies|teenager,92,Science Fiction|Comedy|Horror,Columbia Pictures|Sony Pictures Entertainment,10/30/15,78,5.6,2015,0.0,65281.3312762142,coproduction
79698,0.32910900000000004,27000000,0,The Lovers,Josh Hartnett|Simone Kessell|Tamsin Egerton|Alice Englert|Bipasha Basu,Roland JoffÃ©,Love is longer than life.,empty,109,Action|Adventure|Science Fiction|Romance,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films,2/13/15,22,4.6,2015,24839989.0704048,0.0,coproduction
296130,0.327066,0,0,Harbinger Down,Lance Henriksen|Matt Winston|Camille Balsamo|Giovonnie Samuels|Winston James Francis,Alec Gillis,Terror is just beneath the surface,cosmonaut|marine researchers|crab boat|bering sea|beluga whale,82,Science Fiction|Horror,Dark Dunes Productions|Studio ADI,8/7/15,32,4.2,2015,0.0,0.0,coproduction
246133,0.324666,0,0,Entertainment,Gregg Turkington|Tye Sheridan|John C. Reilly|Lotte Verbeek|Dean Stockwell,Rick Alverson,empty,empty,113,Drama|Comedy,The Made Bed Productions|Nomadic Independence Pictures|Jagjaguwar,8/11/15,11,4.0,2015,0.0,0.0,coproduction
308032,0.324,0,643557,The Stanford Prison Experiment,Billy Crudup|Ezra Miller|Michael Angarano|Tye Sheridan|Olivia Thirlby,Kyle Patrick Alvarez,They were given 2 weeks. It lasted 6 days.,empty,122,Thriller|Drama,Abandon Pictures|Sandbar Pictures|Coup d'Etat Films,7/17/15,135,6.8,2015,0.0,592072.179488241,coproduction
329829,0.390188,0,0,The Girl King,Malin Buska|Sarah Gadon|Michael Nyqvist|Lucas Bryant|Laura Birn,Mika KaurismÃ¤ki,empty,gay|sweden|queen|banquet|based on true story,106,Drama|History|Romance,Starhaus Filmproduktion|Anagram Produktion|Galafilm Productions|Triptych Media|Marianna Films,12/11/15,12,6.1,2015,0.0,0.0,coproduction
330544,0.322653,0,0,Bessie,Queen Latifah|Mo'Nique|Mike Epps|Tika Sumpter|Michael Kenneth Williams,Dee Rees,Survival began with a song.,blues music|woman director,107,Drama|Music|TV Movie,The Zanuck Company|Flavor Unit Entertainment|HBO Films,5/16/15,21,5.9,2015,0.0,0.0,coproduction
299551,0.32264,0,0,The Atticus Institute,William Mapother|Rya Kihlstedt|Sharon Maughan|Anne Betancourt|John Rubinstein,Chris Sparling,The only case of possession confirmed by the U.S. Government.,experiment|psychology|government|weapon|supernatural,92,Horror,The Safran Company|Poznan Film Group,1/20/15,92,5.3,2015,0.0,0.0,coproduction
207270,0.30035,0,0,The Hoarder,Mischa Barton|Robert Knepper|Emily Atack|Andrew Buckley|Valene Kane,Matt Winn,Some things should never be locked away.,new york|detective|smoking|underground|hamster,86,Thriller|Horror,Tall Man Films|Atlantic Picture Company|Sunny Day Media,5/21/15,24,4.2,2015,0.0,0.0,coproduction
307946,0.318459,0,0,I Smile Back,Sarah Silverman|Josh Charles|Thomas Sadoski|Mia Barron|Terry Kinney,Adam Salky,"Love desperately, live recklessly.",empty,85,Drama,Egoli Tossell Film|Koppelman/Levien,10/23/15,25,5.7,2015,0.0,0.0,coproduction
356905,0.315196,0,0,Oddball,Alan Tudyk|Sarah Snook|Coco Jack Gillies|Shane Jacobson|Deborah Mailman,Stuart McDonald,Every underdog has his day.,empty,95,Family|Adventure,WTFN Entertainment|Kmunications,9/17/15,15,6.1,2015,0.0,0.0,coproduction
284286,0.307395,0,3447633,Learning to Drive,Patricia Clarkson|Ben Kingsley|Jake Weber|Sarita Choudhury|Grace Gummer,Isabel Coixet,It's never too late to begin a new adventure.,woman director,105,Romance|Comedy|Drama,Broad Green Pictures|Lavender Pictures,8/6/15,44,5.9,2015,0.0,3171820.96439877,coproduction
333657,0.299427,0,4444,Club Life,Jerry Ferrara|Jessica Szohr|Robert Davi|Jay R. Ferguson|Al Sapienza,Fabrizio Conte,Tonight is everything.,new york|nightclub|party|manhattan new york city|promoter,90,Drama,Radar Pictures|2B Films,5/29/15,12,6.3,2015,0.0,4088.47820106959,coproduction
